major_slug,major_name,degree,total_major_credits,total_degree_credits,source,course_code,course_title,credits,category,req_group,req_group_pick,prereqs,coreqs,offered,notes,track_type
history-ba,History,BA,36,128,bulletin_scraped,HIST-UA 472,Topics in Modern Middle East History,4,core_required,hist_capstone,1,HIST-UA 900,,varies,Senior capstone; requires workshop first,major
history-ba,History,BA,36,128,bulletin_scraped,HIST-UA-ADV-1,Advanced History Elective 1 (HIST-UA 100+),4,major_elective,hist_advanced,5,,,varies,Must be HIST-UA 100 or above; ≥8cr must be pre-1800,major
history-ba,History,BA,36,128,bulletin_scraped,HIST-UA-ADV-2,Advanced History Elective 2 (HIST-UA 100+),4,major_elective,hist_advanced,5,,,varies,Must be HIST-UA 100 or above; ≥8cr must be pre-1800,major
history-ba,History,BA,36,128,bulletin_scraped,HIST-UA-ADV-3,Advanced History Elective 3 (HIST-UA 100+),4,major_elective,hist_advanced,5,,,varies,Must be HIST-UA 100 or above; ≥8cr must be pre-1800,major
history-ba,History,BA,36,128,bulletin_scraped,HIST-UA-ADV-4,Advanced History Elective 4 (HIST-UA 100+),4,major_elective,hist_advanced,5,,,varies,Must be HIST-UA 100 or above; ≥8cr must be pre-1800,major
history-ba,History,BA,36,128,bulletin_scraped,HIST-UA-ADV-5,Advanced History Elective 5 (HIST-UA 100+),4,major_elective,hist_advanced,5,,,varies,Must be HIST-UA 100 or above; ≥8cr must be pre-1800,major
history-ba,History,BA,36,128,bulletin_scraped,HIST-GEO-US,History: US Geographic Requirement,4,core_required,hist_geo_us,1,,,varies,One course in US history (may overlap w/ other requirements),major
history-ba,History,BA,36,128,bulletin_scraped,HIST-GEO-EUROPEAN,History: European Geographic Requirement,4,core_required,hist_geo_european,1,,,varies,One course in European history (may overlap w/ other requirements),major
history-ba,History,BA,36,128,bulletin_scraped,HIST-GEO-NONWESTERN,History: Non-Western Geographic Requirement,4,core_required,hist_geo_non-western,1,,,varies,One course in Non-Western history (may overlap w/ other requirements),major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-3,Free Elective 3,4,major_elective,,0,,,both,,major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-4,Free Elective 4,4,major_elective,,0,,,both,,major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-5,Free Elective 5,4,major_elective,,0,,,both,,major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-6,Free Elective 6,4,major_elective,,0,,,both,,major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-7,Free Elective 7,4,major_elective,,0,,,both,,major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-8,Free Elective 8,4,major_elective,,0,,,both,,major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-9,Free Elective 9,4,major_elective,,0,,,both,,major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-10,Free Elective 10,4,major_elective,,0,,,both,,major
history-ba,History,BA,36,128,bulletin_scraped,FREE-ELECTIVE-11,Free Elective 11,4,major_elective,,0,,,both,,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CORE-PHYSICAL-SCI,Physical Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CORE-LIFE-SCI,Life Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CORE-SOC-SCI,Societies and the Social Sciences,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,DS-UA 111,Principles of Data Science I,4,core_required,,0,,,both,Must complete to declare major,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,DS-UA 112,Principles of Data Science II,4,core_required,,0,DS-UA 111,,both,,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,DS-UA 201,Causal Inference,4,core_required,,0,DS-UA 112|CSCI-UA 101,,both,,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,DS-UA 202,Responsible Data Science,4,core_required,,0,DS-UA 111,,spring,Offered every spring,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,DS-UA 301,Advanced Topics in Data Science,4,core_required,,0,DS-UA 201,,both,,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CSCI-UA 2,Introduction to Computer Programming,4,core_required,,0,,,both,Prereq only; doesn't count toward major if skip to 101,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CSCI-UA 101,Introduction to Computer Science,4,core_required,,0,CSCI-UA 2,,both,,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CSCI-UA 102,Data Structures,4,core_required,,0,CSCI-UA 101,,both,,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CSCI-UA 473,Fundamentals of Machine Learning,4,core_required,,0,CSCI-UA 102|MATH-UA 140|MATH-UA 185,,both,,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CSCI-UA 479,Data Management and Analysis,4,core_required,,0,CSCI-UA 102,,both,,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,MATH-UA 121,Calculus I,4,core_required,,0,,,both,Or MATH-UA 131,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,MATH-UA 122,Calculus II,4,core_required,,0,MATH-UA 121,,both,Or MATH-UA 132,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,MATH-UA 140,Linear Algebra,4,core_required,,0,MATH-UA 121,,both,Or MATH-UA 148,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,MATH-UA 185,Probability & Statistics,4,core_required,,0,MATH-UA 121,,both,,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CAS-MINOR-COURSE-1,CAS Minor Course 1,4,major_elective,cas_minor,4,,,varies,Required CAS minor (16cr); minor in CS accepted; cannot double-major in CS+DS,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CAS-MINOR-COURSE-2,CAS Minor Course 2,4,major_elective,cas_minor,4,,,varies,Required CAS minor (16cr); minor in CS accepted; cannot double-major in CS+DS,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CAS-MINOR-COURSE-3,CAS Minor Course 3,4,major_elective,cas_minor,4,,,varies,Required CAS minor (16cr); minor in CS accepted; cannot double-major in CS+DS,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,CAS-MINOR-COURSE-4,CAS Minor Course 4,4,major_elective,cas_minor,4,,,varies,Required CAS minor (16cr); minor in CS accepted; cannot double-major in CS+DS,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
data-science-ba,Data Science,BA,52,128,bulletin_scraped,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CORE-SOC-SCI,Societies and the Social Sciences,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CHEM-UA 125,General Chemistry I & Laboratory,5,core_required,,0,,,both,5cr incl lab; AP Chem NOT accepted,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CHEM-UA 126,General Chemistry II & Laboratory,5,core_required,,0,CHEM-UA 125,,both,5cr incl lab,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CHEM-UA 225,Organic Chemistry I & Laboratory,5,core_required,,0,CHEM-UA 126,,both,5cr; or CHEM-UA 227 Majors Orgo I,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CHEM-UA 226,Organic Chemistry II & Laboratory,5,core_required,,0,CHEM-UA 225,,both,5cr; or CHEM-UA 228 Majors Orgo II,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CHEM-UA 651,Quantum Mechanics & Spectroscopy,4,core_required,,0,CHEM-UA 226|MATH-UA 122|PHYS-UA 12,,both,Usually taken year 3,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CHEM-UA 652,Thermodynamics & Kinetics,4,core_required,,0,CHEM-UA 226|MATH-UA 122|PHYS-UA 12,,both,Usually year 3,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CHEM-UA 661,Physical Chemistry Laboratory,4,core_required,,0,CHEM-UA 651|CHEM-UA 652,,both,,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CHEM-UA 711,Inorganic Chemistry,4,core_required,,0,CHEM-UA 226,,both,,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,MATH-UA 121,Calculus I,4,core_required,,0,,,both,,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,MATH-UA 122,Calculus II,4,core_required,,0,MATH-UA 121,,both,AP BC score 5 NOT accepted; must take at NYU,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,PHYS-UA 11,General Physics I,5,core_required,,0,MATH-UA 121,,both,5cr,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,PHYS-UA 12,General Physics II,5,core_required,,0,PHYS-UA 11,,both,5cr,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CHEM-UA-ADV-ELECTIVE-1,Advanced Chemistry Elective 1,4,major_elective,chem_adv_electives,2,CHEM-UA 226,,varies,Advanced CHEM-UA course; research/honors courses do NOT count,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,CHEM-UA-ADV-ELECTIVE-2,Advanced Chemistry Elective 2,4,major_elective,chem_adv_electives,2,CHEM-UA 226,,varies,Advanced CHEM-UA course; research/honors courses do NOT count,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,FREE-ELECTIVE-3,Free Elective 3,4,major_elective,,0,,,both,,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,FREE-ELECTIVE-4,Free Elective 4,4,major_elective,,0,,,both,,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,FREE-ELECTIVE-5,Free Elective 5,4,major_elective,,0,,,both,,major
chemistry-ba,Chemistry,BA,62,128,bulletin_scraped,FREE-ELECTIVE-6,Free Elective 6,4,major_elective,,0,,,both,,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,BIOL-UA 11,Principles of Biology I,4,core_required,,0,,,both,,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,BIOL-UA 12,Principles of Biology II,4,core_required,,0,BIOL-UA 11,,both,,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,CHEM-UA 125,General Chemistry I & Laboratory,5,core_required,,0,,,both,5cr,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,CHEM-UA 126,General Chemistry II & Laboratory,5,core_required,,0,CHEM-UA 125,,both,5cr,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,MATH-UA 121,Calculus I,4,core_required,,0,,,both,,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,MATH-UA 122,Calculus II,4,core_required,,0,MATH-UA 121,,both,,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,PHYS-UA 11,General Physics I,5,core_required,,0,MATH-UA 121,,both,5cr,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,PHYS-UA 12,General Physics II,5,core_required,,0,PHYS-UA 11,,both,5cr; prereq for Physics II is Physics I,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,NEURL-UA 100,Foundations of Neural Science,4,core_required,,0,BIOL-UA 12,,both,Core NS course,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,NEURL-UA 200,Cellular & Molecular Neuroscience,4,core_required,,0,NEURL-UA 100,,both,,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,NEURL-UA 210,Systems Neuroscience,4,core_required,,0,NEURL-UA 100,,both,,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,NEURL-UA 220,Behavioral & Cognitive Neuroscience,4,core_required,,0,NEURL-UA 100,,both,,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,PSYCH-UA 10,Statistics for the Behavioral Sciences,4,core_required,,0,,,both,Or approved stats equiv,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,NEURL-UA-ELECTIVE-1,Neural Science Elective 1 (NEURL-UA 3xx),4,major_elective,ns_electives,2,NEURL-UA 100,,varies,Select from NEURL-UA 3xx courses or approved list,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,NEURL-UA-ELECTIVE-2,Neural Science Elective 2 (NEURL-UA 3xx),4,major_elective,ns_electives,2,NEURL-UA 100,,varies,Select from NEURL-UA 3xx courses or approved list,major
neural-science-bs,Neural Science,BS,63,128,bulletin_knowledge,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,CORE-PHYSICAL-SCI,Physical Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,CORE-LIFE-SCI,Life Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,CORE-SOC-SCI,Societies and the Social Sciences,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA 91,Physics I: Classical & Quantum Mechanics,4,core_required,,0,MATH-UA 121,,both,Or PHYS-UA 11,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA 71,Intro Experimental Physics Lab I,2,core_required,,0,,,both,2cr lab; coreq with PHYS-UA 91,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA 93,Physics II: Electromagnetism & Optics,4,core_required,,0,PHYS-UA 91,,both,Or PHYS-UA 12,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA 72,Intro Experimental Physics Lab II,2,core_required,,0,PHYS-UA 71,,both,2cr lab; coreq with PHYS-UA 93,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA 95,Physics III: Thermal & Modern Physics,4,core_required,,0,PHYS-UA 93,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA 106,Mathematical Physics,4,core_required,,0,MATH-UA 123,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA 108,Quantum Mechanics I,4,core_required,,0,PHYS-UA 95|PHYS-UA 106,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA 111,Electrodynamics,4,core_required,,0,PHYS-UA 95|PHYS-UA 106,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA 113,Statistical Mechanics & Thermodynamics,4,core_required,,0,PHYS-UA 95,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,MATH-UA 121,Calculus I,4,core_required,,0,,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,MATH-UA 122,Calculus II,4,core_required,,0,MATH-UA 121,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,MATH-UA 123,Calculus III,4,core_required,,0,MATH-UA 122,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,MATH-UA 140,Linear Algebra,4,core_required,,0,MATH-UA 121,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA-ELECTIVE-1,Advanced Physics Elective 1,4,major_elective,phys_electives,3,PHYS-UA 95,,varies,Select from approved PHYS-UA advanced elective list,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA-ELECTIVE-2,Advanced Physics Elective 2,4,major_elective,phys_electives,3,PHYS-UA 95,,varies,Select from approved PHYS-UA advanced elective list,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,PHYS-UA-ELECTIVE-3,Advanced Physics Elective 3,4,major_elective,phys_electives,3,PHYS-UA 95,,varies,Select from approved PHYS-UA advanced elective list,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,FREE-ELECTIVE-3,Free Elective 3,4,major_elective,,0,,,both,,major
physics-ba,Physics,BA,60,128,bulletin_knowledge,FREE-ELECTIVE-4,Free Elective 4,4,major_elective,,0,,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,CORE-PHYSICAL-SCI,Physical Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,CORE-LIFE-SCI,Life Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,CORE-SOC-SCI,Societies and the Social Sciences,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA 91,Physics I,4,core_required,,0,MATH-UA 121,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA 71,Intro Experimental Physics Lab I,2,core_required,,0,,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA 93,Physics II,4,core_required,,0,PHYS-UA 91,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA 72,Intro Experimental Physics Lab II,2,core_required,,0,PHYS-UA 71,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA 95,Physics III,4,core_required,,0,PHYS-UA 93,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA 106,Mathematical Physics,4,core_required,,0,MATH-UA 123,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA 108,Quantum Mechanics I,4,core_required,,0,PHYS-UA 106,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA 111,Electrodynamics,4,core_required,,0,PHYS-UA 106,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA 113,Statistical Mechanics & Thermodynamics,4,core_required,,0,PHYS-UA 95,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA 210,Computational Physics,4,core_required,,0,PHYS-UA 93|MATH-UA 122,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,CHEM-UA 125,General Chemistry I & Laboratory,5,core_required,,0,,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,CHEM-UA 126,General Chemistry II & Laboratory,5,core_required,,0,CHEM-UA 125,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,MATH-UA 121,Calculus I,4,core_required,,0,,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,MATH-UA 122,Calculus II,4,core_required,,0,MATH-UA 121,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,MATH-UA 123,Calculus III,4,core_required,,0,MATH-UA 122,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,MATH-UA 140,Linear Algebra,4,core_required,,0,MATH-UA 121,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,BIOL-UA 11,Principles of Biology I,4,core_required,phys_bs_bio_or_chem,1,,,both,BS: one course in biology or chemistry above Gen Chem II,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,CHEM-UA 225,Organic Chemistry I & Lab,4,core_required,phys_bs_bio_or_chem,1,,,both,BS: one course in biology or chemistry above Gen Chem II,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA-ELECTIVE-1,Advanced Physics Elective 1,4,major_elective,phys_bs_electives,2,PHYS-UA 95,,varies,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,PHYS-UA-ELECTIVE-2,Advanced Physics Elective 2,4,major_elective,phys_bs_electives,2,PHYS-UA 95,,varies,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
physics-bs,Physics,BS,76,128,bulletin_knowledge,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
